acquisitions_id,acquired_company,acquiring_company,year_of_acquisition_announcement,price,price_disclosed,status,terms,country_hq,country_hq_bidder,city_hq,city_hq_bidder,target_main_category,bidder_main_category,market_categories,market_categories_bidder,target_age_at_acquisition,bidder_age_at_acquisition,cross_border,same_country,target_has_category,number_of_acquisitions,number_of_employees,total_funding_usd,cluster
CA Technologies acquired Nimsoft in 2010,Nimsoft,CA Technologies,2010,"$350,000,000",1,Undisclosed,Undisclosed,Great Britain,United States,Chertsey,Islandia,Networking,Software,"Networking, Cloud Management, Virtualization, Data Centers, Cloud Computing, SaaS, Enterprise Software",Software,8.0,36.0,1,0,1,16.0,12600.0,0.0,0
CA Technologies acquired Nolio in 2013,Nolio,CA Technologies,2013,"$40,000,000",1,Undisclosed,Undisclosed,Israel,United States,,Islandia,Software,Software,Software,Software,4.0,39.0,1,0,1,16.0,12600.0,0.0,0
CA Technologies acquired Oblicore in 2010,Oblicore,CA Technologies,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Waltham,Islandia,Software,Software,Software,Software,10.0,36.0,0,1,1,16.0,12600.0,0.0,0
CA Technologies acquired Optinuity in 2008,Optinuity,CA Technologies,2008,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Bethesda,Islandia,Enterprise Software,Software,Enterprise Software,Software,4.0,34.0,0,1,1,16.0,12600.0,0.0,2
CA Technologies acquired Orchestria Corporation in 2009,Orchestria Corporation,CA Technologies,2009,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Islandia,Islandia,Software,Software,Software,Software,33.0,35.0,0,1,1,16.0,12600.0,0.0,0
CA Technologies acquired WatchMouse in 2011,WatchMouse,CA Technologies,2011,Undisclosed amount,0,Undisclosed,Undisclosed,The Netherlands,United States,Utrecht,Islandia,Developer APIs,Software,"Developer APIs, Enterprise Software",Software,9.0,37.0,1,0,1,16.0,12600.0,0.0,0
CA Technologies acquired Wily Technology in 2006,Wily Technology,CA Technologies,2006,"$375,000,000",1,Undisclosed,Cash,United States,United States,Brisbane,Islandia,Software,Software,Software,Software,8.0,32.0,0,1,1,16.0,12600.0,0.0,0
Cisco acquired Active Voice Corporation in 2000,Active Voice Corporation,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Seattle,San Jose,Social Media,Networking,Social Media,"Networking, Web Hosting, Software, Hardware",17.0,16.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Actona Technologies in 2004,Actona Technologies,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Los Gatos,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",4.0,20.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Airespace in 2005,Airespace,Cisco Systems,2005,"$450,000,000",1,Undisclosed,Stock,United States,United States,San Jose,San Jose,Web Hosting,Networking,Web Hosting,"Networking, Web Hosting, Software, Hardware",4.0,21.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Aironet Wireless Communications in 1999,Aironet Wireless Communications,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Akron,San Jose,Telecommunications,Networking,"Telecommunications, Mobile","Networking, Web Hosting, Software, Hardware",,15.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Allegro Systems in 2001,Allegro Systems,Cisco Systems,2001,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,17.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Altiga Networks in 2000,Altiga Networks,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Franklin,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",2.0,16.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired American Internet Corporation in 1998,American Internet Corporation,Cisco Systems,1998,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Bedford,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",3.0,14.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Amteva Technologies in 1999,Amteva Technologies,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Andiamo Systems in 2002,Andiamo Systems,Cisco Systems,2002,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,18.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Arch Rock Corporation in 2010,Arch Rock Corporation,Cisco Systems,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",5.0,26.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Ardent Communications in 1997,Ardent Communications,Cisco Systems,1997,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",,13.0,0,0,1,162.0,74042.0,2500000.0,3
Cisco acquired ArrowPoint Communications in 2000,ArrowPoint Communications,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Acton,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Arroyo Video Solutions in 2006,Arroyo Video Solutions,Cisco Systems,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Pleasanton,San Jose,Games,Networking,Games,"Networking, Web Hosting, Software, Hardware",4.0,22.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Atlantech Technologies in 2000,Atlantech Technologies,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Audium in 2006,Audium,Cisco Systems,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,New York City,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,22.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired AuroraNetics in 2000,AuroraNetics,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Avisena in 2006,Avisena,Cisco Systems,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Miami,San Jose,Software,Networking,"Software, SaaS","Networking, Web Hosting, Software, Hardware",5.0,22.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired AYR Networks in 2002,AYR Networks,Cisco Systems,2002,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,18.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired BCN Systems in 2004,BCN Systems,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Santa Clara,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",,20.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired BNI Video in 2011,BNI Video,Cisco Systems,2011,"$99,000,000",1,Undisclosed,Cash,United States,United States,Boxborough,San Jose,Software,Networking,"Software, Video","Networking, Web Hosting, Software, Hardware",2.0,27.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired BroadWare Technologies in 2007,BroadWare Technologies,Cisco Systems,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Santa Clara,San Jose,Games,Networking,Games,"Networking, Web Hosting, Software, Hardware",12.0,23.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired CAIS Software Solutions in 2000,CAIS Software Solutions,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Diego,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",,16.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired CALISTA in 1999,CALISTA,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Cariden Technologies in 2012,Cariden Technologies,Cisco Systems,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",11.0,28.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Cerent in 1999,Cerent,Cisco Systems,1999,"$7,400,000,000",1,Undisclosed,Stock,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",2.0,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Clarity Wireless in 1998,Clarity Wireless,Cisco Systems,1998,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,14.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired CLASS Data Systems in 1998,CLASS Data Systems,Cisco Systems,1998,Undisclosed amount,0,Undisclosed,Undisclosed,Israel,United States,Ra'anana,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",2.0,14.0,1,0,0,162.0,74042.0,2500000.0,3
Cisco acquired ClearAccess in 2012,ClearAccess,Cisco Systems,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Vancouver,San Jose,Web Hosting,Networking,Web Hosting,"Networking, Web Hosting, Software, Hardware",,28.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Cloupia in 2012,Cloupia,Cisco Systems,2012,"$125,000,000",1,Undisclosed,Undisclosed,United States,United States,Santa Clara,San Jose,Cloud Management,Networking,"Cloud Management, Cloud Computing, Enterprise Software","Networking, Web Hosting, Software, Hardware",3.0,28.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Cocom in 1999,Cocom,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Cognio in 2007,Cognio,Cisco Systems,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Germantown,San Jose,Hardware + Software,Networking,Hardware + Software,"Networking, Web Hosting, Software, Hardware",7.0,23.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Cognitive Security in 2013,Cognitive Security,Cisco Systems,2013,Undisclosed amount,0,Undisclosed,Undisclosed,Czech Republic,United States,Prague,San Jose,Security,Networking,Security,"Networking, Web Hosting, Software, Hardware",,29.0,1,0,1,162.0,74042.0,2500000.0,0
Cisco acquired Collaborate.com in 2013,Collaborate.com,Cisco Systems,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Boston,San Jose,Android,Networking,"Android, iOS, File Sharing, Project Management, iPhone, Home & Garden, Apps, Collaboration","Networking, Web Hosting, Software, Hardware",2.0,29.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Combinet in 1995,Combinet,Cisco Systems,1995,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,11.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Compatible Systems in 2000,Compatible Systems,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Composite Software in 2013,Composite Software,Cisco Systems,2013,"$180,000,000",1,Undisclosed,Undisclosed,United States,United States,San Mateo,San Jose,Content,Networking,"Content, Web CMS, Software","Networking, Web Hosting, Software, Hardware",11.0,29.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired CoreOptics in 2010,CoreOptics,Cisco Systems,2010,"$99,000,000",1,Undisclosed,"Cash, Stock",Germany,United States,Nuremberg,San Jose,Web Hosting,Networking,Web Hosting,"Networking, Web Hosting, Software, Hardware",9.0,26.0,1,0,1,162.0,74042.0,2500000.0,0
Cisco acquired Crescendo Communications in 1993,Crescendo Communications,Cisco Systems,1993,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,9.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired DAGAZ Technologies in 1997,DAGAZ Technologies,Cisco Systems,1997,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,13.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired DiviTech A/S in 2008,DiviTech A/S,Cisco Systems,2008,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,24.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired DVN in 2009,DVN,Cisco Systems,2009,"$44,500,000",1,Undisclosed,Cash,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,25.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired DynamicSoft in 2004,DynamicSoft,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,East Hanover,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",6.0,20.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired ExiO Communications in 2000,ExiO Communications,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",,16.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Extend Media in 2010,Extend Media,Cisco Systems,2010,"$80,000,000",1,Undisclosed,Undisclosed,United States,United States,Newton,San Jose,Software,Networking,"Software, Video","Networking, Web Hosting, Software, Hardware",19.0,26.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Fast Data Technology in 2008,Fast Data Technology,Cisco Systems,2008,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Boulder,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",9.0,24.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Fibex Systems in 1999,Fibex Systems,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired FineGround Networks in 2005,FineGround Networks,Cisco Systems,2005,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Campbell,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",5.0,21.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired FiveAcross in 2007,FiveAcross,Cisco Systems,2007,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Curated Web,Networking,Curated Web,"Networking, Web Hosting, Software, Hardware",,23.0,0,0,1,162.0,74042.0,2500000.0,3
Cisco acquired GeoTel Communications in 1999,GeoTel Communications,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Littleton,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",,15.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Global Internet Software Group in 1997,Global Internet Software Group,Cisco Systems,1997,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,13.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Grand Junction Networks in 1995,Grand Junction Networks,Cisco Systems,1995,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,11.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Greenfield Networks in 2006,Greenfield Networks,Cisco Systems,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",6.0,22.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Growth Networks in 2000,Growth Networks,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Hammerhead Networks in 2002,Hammerhead Networks,Cisco Systems,2002,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,18.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired HyNEX in 2000,HyNEX,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,Israel,United States,Shefayim,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",7.0,16.0,1,0,0,162.0,74042.0,2500000.0,3
Cisco acquired InfoGear Technology in 2000,InfoGear Technology,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Redwood City,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",5.0,16.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Inlet Technologies in 2011,Inlet Technologies,Cisco Systems,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Raleigh,San Jose,Web Hosting,Networking,Web Hosting,"Networking, Web Hosting, Software, Hardware",8.0,27.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Internet Engineering Group in 1999,Internet Engineering Group,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Internet Junction in 1995,Internet Junction,Cisco Systems,1995,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,11.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Intucell in 2013,Intucell,Cisco Systems,2013,"$475,000,000",1,Undisclosed,Cash,Israel,United States,,San Jose,Mobile,Networking,Mobile,"Networking, Web Hosting, Software, Hardware",,29.0,1,0,1,162.0,74042.0,2500000.0,0
Cisco acquired IPCell Technologies in 2000,IPCell Technologies,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,1,162.0,74042.0,2500000.0,3
Cisco acquired IPmobile in 2000,IPmobile,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired IronPort Systems in 2007,IronPort Systems,Cisco Systems,2007,"$830,000,000",1,Undisclosed,"Cash, Stock",United States,United States,San Bruno,San Jose,Security,Networking,Security,"Networking, Web Hosting, Software, Hardware",7.0,23.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Jabber in 2008,Jabber,Cisco Systems,2008,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Denver,San Jose,Messaging,Networking,"Messaging, Networking, Curated Web","Networking, Web Hosting, Software, Hardware",8.0,24.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Jahi Networks in 2004,Jahi Networks,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,20.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired JetCell in 2000,JetCell,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Menlo Park,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",2.0,16.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired JouleX in 2013,JouleX,Cisco Systems,2013,"$107,000,000",1,Undisclosed,Cash,United States,United States,Atlanta,San Jose,Enterprise Software,Networking,Enterprise Software,"Networking, Web Hosting, Software, Hardware",4.0,29.0,0,1,1,162.0,74042.0,2500000.0,2
Cisco acquired Kalpana in 1994,Kalpana,Cisco Systems,1994,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,10.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired KiSS Technology in 2005,KiSS Technology,Cisco Systems,2005,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,21.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Komodo Technology in 2000,Komodo Technology,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Latigent in 2007,Latigent,Cisco Systems,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Chicago,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",5.0,23.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Latitude Communications in 2003,Latitude Communications,Cisco Systems,2003,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Santa Clara,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",10.0,19.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired LightSpeed International in 1997,LightSpeed International,Cisco Systems,1997,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,13.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Lightwire in 2012,Lightwire,Cisco Systems,2012,"$271,000,000",1,Undisclosed,Undisclosed,United States,United States,Santa Clara,San Jose,Enterprise Software,Networking,Enterprise Software,"Networking, Web Hosting, Software, Hardware",,28.0,0,1,1,162.0,74042.0,2500000.0,2
Cisco acquired LineSider Technologies in 2010,LineSider Technologies,Cisco Systems,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Danvers,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",0.0,26.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired M. I. Secure Corporation in 2005,M. I. Secure Corporation,Cisco Systems,2005,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,21.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Maxcomm Technologies in 1999,Maxcomm Technologies,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Meetinghouse Data Communications in 2006,Meetinghouse Data Communications,Cisco Systems,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Portsmouth,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",18.0,22.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Meraki in 2012,Meraki,Cisco Systems,2012,"$1,200,000,000",1,Undisclosed,Undisclosed,United States,United States,San Francisco,San Jose,Web Hosting,Networking,Web Hosting,"Networking, Web Hosting, Software, Hardware",6.0,28.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Metreos Corporation in 2006,Metreos Corporation,Cisco Systems,2006,"$28,000,000",1,Undisclosed,Cash,United States,United States,Austin,San Jose,VoIP,Networking,"VoIP, Networking, Software","Networking, Web Hosting, Software, Hardware",5.0,22.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired MONTEREY NETWORKS in 1999,MONTEREY NETWORKS,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired MOTO Development Group in 2010,MOTO Development Group,Cisco Systems,2010,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Electronics,Networking,"Electronics, Design, Consumers, Technology, Consulting","Networking, Web Hosting, Software, Hardware",19.0,26.0,0,0,1,162.0,74042.0,2500000.0,3
Cisco acquired Nashoba Networks in 1996,Nashoba Networks,Cisco Systems,1996,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,12.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Navarro Networks in 2002,Navarro Networks,Cisco Systems,2002,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,18.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Navini Networks in 2007,Navini Networks,Cisco Systems,2007,"$330,000,000",1,Undisclosed,"Cash, Stock",United States,United States,Richardson,San Jose,Web Hosting,Networking,Web Hosting,"Networking, Web Hosting, Software, Hardware",7.0,23.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Nemo Systems in 2005,Nemo Systems,Cisco Systems,2005,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,21.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired NeoPath Networks in 2007,NeoPath Networks,Cisco Systems,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Mountain View,San Jose,Enterprise Software,Networking,Enterprise Software,"Networking, Web Hosting, Software, Hardware",5.0,23.0,0,1,1,162.0,74042.0,2500000.0,2
Cisco acquired Netiverse in 2000,Netiverse,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired NetSift in 2005,NetSift,Cisco Systems,2005,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,21.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired NetSolve in 2004,NetSolve,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Austin,San Jose,Security,Networking,Security,"Networking, Web Hosting, Software, Hardware",19.0,20.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired NetSpeed in 1998,NetSpeed,Cisco Systems,1998,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,14.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired NetSys Technologies in 1996,NetSys Technologies,Cisco Systems,1996,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Houston,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,12.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Network Translation in 1995,Network Translation,Cisco Systems,1995,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,11.0,0,0,0,162.0,74042.0,2500000.0,3
